seqid	mrca	ps
AT4G30097.1	Arabidopsis_thaliana	21
AT2G25169.1	Arabidopsis_thaliana	21
AT5G29050.1	Arabidopsis_thaliana	21
AT1G48953.1	Arabidopsis_thaliana	21
AT4G04078.1	Arabidopsis_thaliana	21
ATMG00680.1	Arabidopsis_thaliana	21
AT3G23171.1	Arabidopsis_thaliana	21
AT2G46308.1	Arabidopsis_thaliana	21
AT4G39930.1	Arabidopsis_thaliana	21
AT4G02871.1	Arabidopsis_thaliana	21
AT4G14105.1	Arabidopsis_thaliana	21
AT3G49230.1	Arabidopsis_thaliana	21
AT1G36942.1	Arabidopsis_thaliana	21
AT2G23171.1	Arabidopsis_thaliana	21
AT5G64343.1	Arabidopsis_thaliana	21
AT5G27889.1	Arabidopsis_thaliana	21
AT1G32670.1	Arabidopsis_thaliana	21
ATMG00720.1	Arabidopsis_thaliana	21
AT3G01319.1	Arabidopsis_thaliana	21
AT3G10439.1	Arabidopsis_thaliana	21
AT3G27328.1	Arabidopsis_thaliana	21
AT2G11773.1	Arabidopsis_thaliana	21
AT4G00124.1	Arabidopsis_thaliana	21
AT4G23970.1	Arabidopsis_thaliana	21
AT3G05746.1	Arabidopsis_thaliana	21
AT5G29054.1	Arabidopsis_thaliana	21
AT2G07719.1	Arabidopsis_thaliana	21
AT4G22592.1	Arabidopsis_thaliana	21
AT4G38781.1	Arabidopsis_thaliana	21
AT3G30778.1	Arabidopsis_thaliana	21
AT2G23985.1	Arabidopsis_thaliana	21
AT2G18270.1	Arabidopsis_thaliana	21
AT5G63952.1	Arabidopsis_thaliana	21
AT5G12323.1	Arabidopsis_thaliana	21
AT3G17190.1	Arabidopsis_thaliana	21
AT4G11430.1	Arabidopsis_thaliana	21
AT5G13917.1	Arabidopsis_thaliana	21
AT1G48598.1	Arabidopsis_thaliana	21
AT3G05425.1	Arabidopsis_thaliana	21
AT1G12451.1	Arabidopsis_thaliana	21
AT2G25510.1	Arabidopsis_thaliana	21
AT2G45412.1	Arabidopsis_thaliana	21
AT4G25510.1	Arabidopsis_thaliana	21
AT3G32905.1	Arabidopsis_thaliana	21
AT3G47341.1	Arabidopsis_thaliana	21
AT4G21213.1	Arabidopsis_thaliana	21
AT3G26147.1	Arabidopsis_thaliana	21
AT4G21216.1	Arabidopsis_thaliana	21
AT3G42380.1	Arabidopsis_thaliana	21
AT2G14289.1	Arabidopsis_thaliana	21
AT3G46904.1	Arabidopsis_thaliana	21
AT2G43871.1	Arabidopsis_thaliana	21
AT1G14642.1	Arabidopsis_thaliana	21
AT2G27160.2	Arabidopsis_thaliana	21
AT5G12236.1	Arabidopsis_thaliana	21
AT1G68945.1	Arabidopsis_thaliana	21
AT5G23460.1	Arabidopsis_thaliana	21
AT1G32650.1	Arabidopsis_thaliana	21
AT5G42591.1	Arabidopsis_thaliana	21
AT1G18220.1	Arabidopsis_thaliana	21
AT5G49590.1	Arabidopsis_thaliana	21
AT5G05598.1	Arabidopsis_thaliana	21
AT1G36756.1	Arabidopsis_thaliana	21
AT3G13404.1	Arabidopsis_thaliana	21
AT4G18500.1	Arabidopsis_thaliana	21
AT5G35510.1	Arabidopsis_thaliana	21
AT2G05753.1	Arabidopsis_thaliana	21
AT3G30769.1	Arabidopsis_thaliana	21
AT3G13403.1	Arabidopsis_thaliana	21
AT3G61962.1	Arabidopsis_thaliana	21
AT3G42475.1	Arabidopsis_thaliana	21
AT4G39930.2	Arabidopsis_thaliana	21
AT4G17998.1	Arabidopsis_thaliana	21
AT3G60318.1	Arabidopsis_thaliana	21
AT2G05752.1	Arabidopsis_thaliana	21
AT3G30705.1	Arabidopsis_thaliana	21
AT5G60240.1	Arabidopsis_thaliana	21
AT5G50801.1	Arabidopsis_thaliana	21
AT5G63340.1	Arabidopsis_thaliana	21
AT1G32570.2	Arabidopsis_thaliana	21
AT1G70209.1	Arabidopsis_thaliana	21
AT5G38314.1	Arabidopsis_thaliana	21
AT1G31772.1	Arabidopsis_thaliana	21
AT2G09838.1	Arabidopsis_thaliana	21
AT3G43682.1	Arabidopsis_thaliana	21
AT5G17847.1	Arabidopsis_thaliana	21
AT5G27247.1	Arabidopsis_thaliana	21
AT5G23989.1	Arabidopsis_thaliana	21
AT3G58877.1	Arabidopsis_thaliana	21
ATMG00600.1	Arabidopsis_thaliana	21
AT1G55220.1	Arabidopsis_thaliana	21
AT5G49334.1	Arabidopsis_thaliana	21
AT5G23411.1	Arabidopsis_thaliana	21
AT5G35069.1	Arabidopsis_thaliana	21
AT5G16286.1	Arabidopsis_thaliana	21
AT4G08039.1	Arabidopsis_thaliana	21
AT2G43371.1	Arabidopsis_thaliana	21
AT5G49640.1	Arabidopsis_thaliana	21
AT4G32378.1	Arabidopsis_thaliana	21
AT3G60328.1	Arabidopsis_thaliana	21
AT2G06645.1	Arabidopsis_thaliana	21
AT3G32200.1	Arabidopsis_thaliana	21
AT3G22183.1	Arabidopsis_thaliana	21
AT4G01703.1	Arabidopsis_thaliana	21
AT1G52710.2	Arabidopsis_thaliana	21
AT4G21926.1	Arabidopsis_thaliana	21
AT4G01915.3	Arabidopsis_thaliana	21
AT2G13623.1	Arabidopsis_thaliana	21
AT5G51090.1	Arabidopsis_thaliana	21
AT3G32190.1	Arabidopsis_thaliana	21
AT2G07835.1	Arabidopsis_thaliana	21
AT4G38820.1	Arabidopsis_thaliana	21
AT1G23724.1	Arabidopsis_thaliana	21
AT1G36745.1	Arabidopsis_thaliana	21
AT3G02390.1	Arabidopsis_thaliana	21
AT3G43290.1	Arabidopsis_thaliana	21
AT3G44980.1	Arabidopsis_thaliana	21
AT1G23650.1	Arabidopsis_thaliana	21
AT2G11015.1	Arabidopsis_thaliana	21
AT1G06148.1	Arabidopsis_thaliana	21
AT1G45229.1	Arabidopsis_thaliana	21
AT5G28821.1	Arabidopsis_thaliana	21
AT3G30456.1	Arabidopsis_thaliana	21
AT4G02325.1	Arabidopsis_thaliana	21
AT1G18871.1	Arabidopsis_thaliana	21
AT5G22608.2	Arabidopsis_thaliana	21
AT3G25014.1	Arabidopsis_thaliana	21
AT2G34655.1	Arabidopsis_thaliana	21
AT3G13857.1	Arabidopsis_thaliana	21
AT4G36460.1	Arabidopsis_thaliana	21
AT5G21125.1	Arabidopsis_thaliana	21
AT4G07868.1	Arabidopsis_thaliana	21
AT5G57747.1	Arabidopsis_thaliana	21
AT2G38350.1	Arabidopsis_thaliana	21
AT2G31005.1	Arabidopsis_thaliana	21
AT1G32975.1	Arabidopsis_thaliana	21
AT3G19035.1	Arabidopsis_thaliana	21
AT4G31260.1	Arabidopsis_thaliana	21
AT5G15420.1	Arabidopsis_thaliana	21
AT1G50954.1	Arabidopsis_thaliana	21
AT3G50123.1	Arabidopsis_thaliana	21
AT1G74929.1	Arabidopsis_thaliana	21
AT3G18235.1	Arabidopsis_thaliana	21
AT1G08032.1	Arabidopsis_thaliana	21
AT5G41908.1	Arabidopsis_thaliana	21
AT3G06142.1	Arabidopsis_thaliana	21
AT5G29231.1	Arabidopsis_thaliana	21
AT3G61826.1	Arabidopsis_thaliana	21
AT3G14431.1	Arabidopsis_thaliana	21
AT3G27809.1	Arabidopsis_thaliana	21
AT2G11405.1	Arabidopsis_thaliana	21
AT5G27170.1	Arabidopsis_thaliana	21
AT2G13660.1	Arabidopsis_thaliana	21
AT5G08185.1	Arabidopsis_thaliana	21
AT2G01667.1	Arabidopsis_thaliana	21
AT2G07363.1	Arabidopsis_thaliana	21
AT2G47660.1	Arabidopsis_thaliana	21
AT1G61353.1	Arabidopsis_thaliana	21
AT3G46901.1	Arabidopsis_thaliana	21
AT1G58235.1	Arabidopsis_thaliana	21
AT2G07684.1	Arabidopsis_thaliana	21
AT2G35733.1	Arabidopsis_thaliana	21
AT4G34272.1	Arabidopsis_thaliana	21
AT3G22436.1	Arabidopsis_thaliana	21
AT4G26005.1	Arabidopsis_thaliana	21
AT3G02390.2	Arabidopsis_thaliana	21
AT5G66052.1	Arabidopsis_thaliana	21
AT1G04171.1	Arabidopsis_thaliana	21
AT5G25750.1	Arabidopsis_thaliana	21
AT1G67855.1	Arabidopsis_thaliana	21
AT1G02350.1	Arabidopsis_thaliana	21
AT4G35589.1	Arabidopsis_thaliana	21
AT4G26040.1	Arabidopsis_thaliana	21
AT1G23074.1	Arabidopsis_thaliana	21
AT3G27800.1	Arabidopsis_thaliana	21
AT5G48200.1	Arabidopsis_thaliana	21
AT1G47946.1	Arabidopsis_thaliana	21
AT2G23149.1	Arabidopsis_thaliana	21
AT3G42390.1	Arabidopsis_thaliana	21
AT4G05071.1	Arabidopsis_thaliana	21
AT3G30768.1	Arabidopsis_thaliana	21
AT3G44091.1	Arabidopsis_thaliana	21
AT1G13609.2	Arabidopsis_thaliana	21
AT2G33509.1	Arabidopsis_thaliana	21
AT3G42990.1	Arabidopsis_thaliana	21
AT4G08176.1	Arabidopsis_thaliana	21
AT3G55573.1	Arabidopsis_thaliana	21
AT3G21338.1	Arabidopsis_thaliana	21
AT2G36261.1	Arabidopsis_thaliana	21
AT3G51915.1	Arabidopsis_thaliana	21
AT4G22800.1	Arabidopsis_thaliana	21
AT2G20150.1	Arabidopsis_thaliana	21
AT3G09863.1	Arabidopsis_thaliana	21
AT1G80831.1	Arabidopsis_thaliana	21
AT3G10912.1	Arabidopsis_thaliana	21
AT4G27654.1	Arabidopsis_thaliana	21
AT4G27415.2	Arabidopsis_thaliana	21
AT2G16016.1	Arabidopsis_thaliana	21
AT5G15853.1	Arabidopsis_thaliana	21
AT5G50136.1	Arabidopsis_thaliana	21
AT3G47100.1	Arabidopsis_thaliana	21
AT3G24516.1	Arabidopsis_thaliana	21
AT2G02835.1	Arabidopsis_thaliana	21
AT3G60560.1	Arabidopsis_thaliana	21
AT3G29080.1	Arabidopsis_thaliana	21
AT2G16340.1	Arabidopsis_thaliana	21
AT4G00342.1	Arabidopsis_thaliana	21
AT4G16855.1	Arabidopsis_thaliana	21
AT4G35519.1	Arabidopsis_thaliana	21
AT1G34400.1	Arabidopsis_thaliana	21
AT5G62576.1	Arabidopsis_thaliana	21
AT3G30720.1	Arabidopsis_thaliana	21
AT3G62528.1	Arabidopsis_thaliana	21
AT3G42385.1	Arabidopsis_thaliana	21
AT1G32570.1	Arabidopsis_thaliana	21
AT5G42504.1	Arabidopsis_thaliana	21
AT3G30391.1	Arabidopsis_thaliana	21
AT5G57310.1	Arabidopsis_thaliana	21
AT5G26848.1	Arabidopsis_thaliana	21
AT3G28170.1	Arabidopsis_thaliana	21
AT2G01023.1	Arabidopsis_thaliana	21
AT3G18291.1	Arabidopsis_thaliana	21
AT2G34185.2	Arabidopsis_thaliana	21
AT5G03944.1	Arabidopsis_thaliana	21
AT3G16851.1	Arabidopsis_thaliana	21
AT3G25011.1	Arabidopsis_thaliana	21
AT3G48237.1	Arabidopsis_thaliana	21
AT3G04732.1	Arabidopsis_thaliana	21
AT2G22201.1	Arabidopsis_thaliana	21
AT5G50540.1	Arabidopsis_thaliana	21
AT5G56795.1	Arabidopsis_thaliana	21
AT4G16040.1	Arabidopsis_thaliana	21
AT4G21950.1	Arabidopsis_thaliana	21
AT1G78882.1	Arabidopsis_thaliana	21
AT4G03723.1	Arabidopsis_thaliana	21
AT5G15254.1	Arabidopsis_thaliana	21
AT4G20250.1	Arabidopsis_thaliana	21
AT4G01915.2	Arabidopsis_thaliana	21
AT3G15578.1	Arabidopsis_thaliana	21
AT1G68862.1	Arabidopsis_thaliana	21
AT3G41762.1	Arabidopsis_thaliana	21
AT1G26976.1	Arabidopsis_thaliana	21
AT3G22723.1	Arabidopsis_thaliana	21
AT5G17073.1	Arabidopsis_thaliana	21
AT2G11462.1	Arabidopsis_thaliana	21
AT2G11522.1	Arabidopsis_thaliana	21
AT3G29036.1	Arabidopsis_thaliana	21
AT2G27390.1	Arabidopsis_thaliana	21
AT4G30970.1	Arabidopsis_thaliana	21
AT2G28401.1	Arabidopsis_thaliana	21
AT1G19396.2	Arabidopsis_thaliana	21
AT3G29305.1	Arabidopsis_thaliana	21
AT3G17998.1	Arabidopsis_thaliana	21
AT2G04870.1	Arabidopsis_thaliana	21
ATMG00610.1	Arabidopsis_thaliana	21
AT3G32150.1	Arabidopsis_thaliana	21
AT5G28491.1	Arabidopsis_thaliana	21
AT5G41614.1	Arabidopsis_thaliana	21
AT3G16117.1	Arabidopsis_thaliana	21
AT2G43865.1	Arabidopsis_thaliana	21
AT4G08097.1	Arabidopsis_thaliana	21
AT1G28307.1	Arabidopsis_thaliana	21
AT3G43431.1	Arabidopsis_thaliana	21
AT4G19095.1	Arabidopsis_thaliana	21
AT3G17190.2	Arabidopsis_thaliana	21
AT4G13572.1	Arabidopsis_thaliana	21
AT4G12432.1	Arabidopsis_thaliana	21
AT2G35345.1	Arabidopsis_thaliana	21
AT2G34238.1	Arabidopsis_thaliana	21
ATMG00840.1	Arabidopsis_thaliana	21
AT1G44990.1	Arabidopsis_thaliana	21
AT1G12938.1	Arabidopsis_thaliana	21
AT3G33494.1	Arabidopsis_thaliana	21
AT2G31271.1	Arabidopsis_thaliana	21
AT1G53543.1	Arabidopsis_thaliana	21
AT2G03821.1	Arabidopsis_thaliana	21
AT5G62998.1	Arabidopsis_thaliana	21
AT4G36170.1	Arabidopsis_thaliana	21
AT5G10336.1	Arabidopsis_thaliana	21
AT1G07901.1	Arabidopsis_thaliana	21
AT3G13240.1	Arabidopsis_thaliana	21
AT4G38330.1	Arabidopsis_thaliana	21
AT4G27415.1	Arabidopsis_thaliana	21
AT3G16432.1	Arabidopsis_thaliana	21
AT5G35066.1	Arabidopsis_thaliana	21
AT3G43574.1	Arabidopsis_thaliana	21
AT1G62181.1	Arabidopsis_thaliana	21
AT3G49744.1	Arabidopsis_thaliana	21
AT2G14810.1	Arabidopsis_thaliana	21
AT3G13594.1	Arabidopsis_thaliana	21
AT5G42203.1	Arabidopsis_thaliana	21
AT1G47660.1	Arabidopsis_thaliana	21
AT2G36632.1	Arabidopsis_thaliana	21
AT1G53039.1	Arabidopsis_thaliana	21
AT2G15930.1	Arabidopsis_thaliana	21
AT1G34419.1	Arabidopsis_thaliana	21
AT3G28120.1	Arabidopsis_thaliana	21
AT3G45242.1	Arabidopsis_thaliana	21
AT2G06095.1	Arabidopsis_thaliana	21
AT3G10930.1	Arabidopsis_thaliana	21
AT2G13550.1	Arabidopsis_thaliana	21
AT1G24851.1	Arabidopsis_thaliana	21
AT2G07981.1	Arabidopsis_thaliana	21
AT1G77655.1	Arabidopsis_thaliana	21
AT1G30757.1	Arabidopsis_thaliana	21
AT1G72141.1	Arabidopsis_thaliana	21
AT1G33925.1	Arabidopsis_thaliana	21
AT1G66790.1	Arabidopsis_thaliana	21
AT5G55056.1	Arabidopsis_thaliana	21
AT2G14460.1	Arabidopsis_thaliana	21
AT1G40104.1	Arabidopsis_thaliana	21
AT3G33393.1	Arabidopsis_thaliana	21
AT1G66240.3	Arabidopsis_thaliana	21
AT4G12005.1	Arabidopsis_thaliana	21
AT5G26840.1	Arabidopsis_thaliana	21
AT5G23908.1	Arabidopsis_thaliana	21
AT2G01008.1	Arabidopsis_thaliana	21
AT2G04370.1	Arabidopsis_thaliana	21
AT2G13422.1	Arabidopsis_thaliana	21
AT4G35430.1	Arabidopsis_thaliana	21
AT2G10602.1	Arabidopsis_thaliana	21
AT1G33640.1	Arabidopsis_thaliana	21
AT1G78476.1	Arabidopsis_thaliana	21
AT1G04684.1	Arabidopsis_thaliana	21
AT3G50022.1	Arabidopsis_thaliana	21
AT3G09162.1	Arabidopsis_thaliana	21
AT1G19396.1	Arabidopsis_thaliana	21
AT2G29263.1	Arabidopsis_thaliana	21
AT5G39581.1	Arabidopsis_thaliana	21
AT5G35470.1	Arabidopsis_thaliana	21
AT2G46662.1	Arabidopsis_thaliana	21
AT1G57613.1	Arabidopsis_thaliana	21
AT3G62499.1	Arabidopsis_thaliana	21
AT3G53294.1	Arabidopsis_thaliana	21
AT4G17930.1	Arabidopsis_thaliana	21
AT3G43160.1	Arabidopsis_thaliana	21
AT1G41875.1	Arabidopsis_thaliana	21
AT3G60286.1	Arabidopsis_thaliana	21
AT3G24929.1	Arabidopsis_thaliana	21
AT5G28070.1	Arabidopsis_thaliana	21
AT3G60897.1	Arabidopsis_thaliana	21
AT4G18000.1	Arabidopsis_thaliana	21
AT5G22608.3	Arabidopsis_thaliana	21
AT5G28090.1	Arabidopsis_thaliana	21
AT1G14225.1	Arabidopsis_thaliana	21
AT1G25097.1	Arabidopsis_thaliana	21
AT5G47928.1	Arabidopsis_thaliana	21
AT4G01516.1	Arabidopsis_thaliana	21
AT4G29548.1	Arabidopsis_thaliana	21
AT4G36510.1	Arabidopsis_thaliana	21
AT3G01572.1	Arabidopsis_thaliana	21
AT5G02690.1	Arabidopsis_thaliana	21
AT5G57730.1	Arabidopsis_thaliana	21
AT3G33293.1	Arabidopsis_thaliana	21
AT3G29633.1	Arabidopsis_thaliana	21
AT5G64541.1	Arabidopsis_thaliana	21
AT3G43432.1	Arabidopsis_thaliana	21
AT3G15548.1	Arabidopsis_thaliana	21
AT2G07000.1	Arabidopsis_thaliana	21
AT4G05631.1	Arabidopsis_thaliana	21
AT1G55615.1	Arabidopsis_thaliana	21
AT3G45820.1	Arabidopsis_thaliana	21
AT2G18721.1	Arabidopsis_thaliana	21
AT4G07932.1	Arabidopsis_thaliana	21
AT5G35375.1	Arabidopsis_thaliana	21
AT1G77880.2	Arabidopsis_thaliana	21
AT3G29033.1	Arabidopsis_thaliana	21
AT1G01115.1	Arabidopsis_thaliana	21
AT2G23834.1	Arabidopsis_thaliana	21
AT1G34041.1	Arabidopsis_thaliana	21
AT5G21020.2	Arabidopsis_thaliana	21
AT3G15909.1	Arabidopsis_thaliana	21
AT5G13181.1	Arabidopsis_thaliana	21
AT4G19270.1	Arabidopsis_thaliana	21
AT4G29103.1	Arabidopsis_thaliana	21
AT5G21005.1	Arabidopsis_thaliana	21
AT3G59370.1	Arabidopsis_thaliana	21
AT3G43153.1	Arabidopsis_thaliana	21
AT5G03710.1	Arabidopsis_thaliana	21
AT2G05632.1	Arabidopsis_thaliana	21
AT3G19663.1	Arabidopsis_thaliana	21
AT5G66211.1	Arabidopsis_thaliana	21
AT5G45573.1	Arabidopsis_thaliana	21
AT3G05193.1	Arabidopsis_thaliana	21
AT2G16019.1	Arabidopsis_thaliana	21
AT2G16020.1	Arabidopsis_thaliana	21
AT4G13575.1	Arabidopsis_thaliana	21
AT5G28620.1	Arabidopsis_thaliana	21
AT3G46616.1	Arabidopsis_thaliana	21
AT4G19480.1	Arabidopsis_thaliana	21
AT2G16881.1	Arabidopsis_thaliana	21
AT2G18970.1	Arabidopsis_thaliana	21
AT5G35290.1	Arabidopsis_thaliana	21
AT1G15885.1	Arabidopsis_thaliana	21
AT4G36515.1	Arabidopsis_thaliana	21
AT4G09220.1	Arabidopsis_thaliana	21
AT4G10596.1	Arabidopsis_thaliana	21
AT4G31355.1	Arabidopsis_thaliana	21
AT2G31141.1	Arabidopsis_thaliana	21
AT1G36272.1	Arabidopsis_thaliana	21
AT3G18957.1	Arabidopsis_thaliana	21
AT1G26921.1	Arabidopsis_thaliana	21
AT4G11870.1	Arabidopsis_thaliana	21
AT1G29418.1	Arabidopsis_thaliana	21
AT5G03130.1	Arabidopsis_thaliana	21
AT1G13760.1	Arabidopsis_thaliana	21
AT1G24996.1	Arabidopsis_thaliana	21
AT4G08351.1	Arabidopsis_thaliana	21
AT4G15150.1	Arabidopsis_thaliana	21
AT4G14403.1	Arabidopsis_thaliana	21
AT3G48131.1	Arabidopsis_thaliana	21
AT3G44950.1	Arabidopsis_thaliana	21
AT3G44704.1	Arabidopsis_thaliana	21
AT1G02320.1	Arabidopsis_thaliana	21
AT5G28052.1	Arabidopsis_thaliana	21
AT1G06148.2	Arabidopsis_thaliana	21
AT3G32100.1	Arabidopsis_thaliana	21
AT4G26290.1	Arabidopsis_thaliana	21
AT1G53785.1	Arabidopsis_thaliana	21
AT1G76994.1	Arabidopsis_thaliana	21
AT1G51823.1	Arabidopsis_thaliana	21
AT4G03827.1	Arabidopsis_thaliana	21
AT4G35263.1	Arabidopsis_thaliana	21
AT5G37667.1	Arabidopsis_thaliana	21
AT2G07830.1	Arabidopsis_thaliana	21
AT3G18282.1	Arabidopsis_thaliana	21
AT4G32080.2	Arabidopsis_thaliana	21
AT1G59535.1	Arabidopsis_thaliana	21
AT2G19290.1	Arabidopsis_thaliana	21
AT5G55893.1	Arabidopsis_thaliana	21
AT2G11778.1	Arabidopsis_thaliana	21
AT1G05925.1	Arabidopsis_thaliana	21
AT1G65907.1	Arabidopsis_thaliana	21
AT2G05510.4	Arabidopsis_thaliana	21
AT5G28295.1	Arabidopsis_thaliana	21
AT5G01734.1	Arabidopsis_thaliana	21
AT2G31981.1	Arabidopsis_thaliana	21
AT5G34829.1	Arabidopsis_thaliana	21
AT5G44894.1	Arabidopsis_thaliana	21
AT5G35604.1	Arabidopsis_thaliana	21
AT4G09270.1	Arabidopsis_thaliana	21
AT2G16586.1	Arabidopsis_thaliana	21
AT3G62400.2	Arabidopsis_thaliana	21
AT5G42405.1	Arabidopsis_thaliana	21
AT4G31136.1	Arabidopsis_thaliana	21
AT3G15604.1	Arabidopsis_thaliana	21
AT5G23027.1	Arabidopsis_thaliana	21
AT5G28781.1	Arabidopsis_thaliana	21
AT2G36053.1	Arabidopsis_thaliana	21
AT3G15111.1	Arabidopsis_thaliana	21
AT1G21281.1	Arabidopsis_thaliana	21
AT3G46206.1	Arabidopsis_thaliana	21
AT3G61117.1	Arabidopsis_thaliana	21
AT4G02541.1	Arabidopsis_thaliana	21
AT1G26771.1	Arabidopsis_thaliana	21
AT3G32120.1	Arabidopsis_thaliana	21
AT3G44006.1	Arabidopsis_thaliana	21
AT1G27610.1	Arabidopsis_thaliana	21
ATMG01000.1	Arabidopsis_thaliana	21
AT2G30985.1	Arabidopsis_thaliana	21
AT5G53205.1	Arabidopsis_thaliana	21
AT3G08636.1	Arabidopsis_thaliana	21
AT4G28068.1	Arabidopsis_thaliana	21
AT5G04386.1	Arabidopsis_thaliana	21
AT3G45673.1	Arabidopsis_thaliana	21
AT5G22608.1	Arabidopsis_thaliana	21
AT1G03200.1	Arabidopsis_thaliana	21
AT3G43623.1	Arabidopsis_thaliana	21
AT4G18282.1	Arabidopsis_thaliana	21
AT2G03938.1	Arabidopsis_thaliana	21
AT3G04721.1	Arabidopsis_thaliana	21
AT1G54420.1	Arabidopsis_thaliana	21
AT3G50540.1	Arabidopsis_thaliana	21
AT2G14390.1	Arabidopsis_thaliana	21
AT3G29560.1	Arabidopsis_thaliana	21
AT5G30341.1	Arabidopsis_thaliana	21
AT2G24617.1	Arabidopsis_thaliana	21
AT1G22067.1	Arabidopsis_thaliana	21
AT5G29807.1	Arabidopsis_thaliana	21
AT4G28181.1	Arabidopsis_thaliana	21
AT5G47229.1	Arabidopsis_thaliana	21
AT3G54802.1	Arabidopsis_thaliana	21
AT3G17845.1	Arabidopsis_thaliana	21
AT1G53970.1	Arabidopsis_thaliana	21
AT4G01915.1	Arabidopsis_thaliana	21
AT1G20875.1	Arabidopsis_thaliana	21
AT1G24390.1	Arabidopsis_thaliana	21
AT1G19396.3	Arabidopsis_thaliana	21
AT5G19729.1	Arabidopsis_thaliana	21
AT3G09975.1	Arabidopsis_thaliana	21
AT5G44065.1	Arabidopsis_thaliana	21
AT5G05282.1	Arabidopsis_thaliana	21
AT4G04423.1	Arabidopsis_thaliana	21
AT5G50562.1	Arabidopsis_thaliana	21
AT3G32052.1	Arabidopsis_thaliana	21
AT3G18779.1	Arabidopsis_thaliana	21
AT3G47543.1	Arabidopsis_thaliana	21
AT2G47844.1	Arabidopsis_thaliana	21
AT5G24250.1	Arabidopsis_thaliana	21
AT2G03570.1	Arabidopsis_thaliana	21
AT4G36268.1	Arabidopsis_thaliana	21
AT1G77910.1	Arabidopsis_thaliana	21
AT2G14206.1	Arabidopsis_thaliana	21
AT2G34120.1	Arabidopsis_thaliana	21
AT5G24593.1	Arabidopsis_thaliana	21
AT1G79170.1	Arabidopsis_thaliana	21
AT1G35900.1	Arabidopsis_thaliana	21
AT5G20460.1	Arabidopsis_thaliana	21
AT3G28243.1	Arabidopsis_thaliana	21
AT4G16915.1	Arabidopsis_thaliana	21
AT1G35516.1	Arabidopsis_thaliana	21
AT4G20690.1	Arabidopsis_thaliana	21
AT4G35837.1	Arabidopsis_thaliana	21
AT5G63168.1	Arabidopsis_thaliana	21
AT3G28899.1	Arabidopsis_thaliana	21
ATMG00740.1	Arabidopsis_thaliana	21
AT4G39986.1	Arabidopsis_thaliana	21
AT5G41071.1	Arabidopsis_thaliana	21
AT5G42053.1	Arabidopsis_thaliana	21
AT2G34800.1	Arabidopsis_thaliana	21
AT1G31520.1	Arabidopsis_thaliana	21
AT5G04853.1	Arabidopsis_thaliana	21
AT3G46086.1	Arabidopsis_thaliana	21
AT5G04238.1	Arabidopsis_thaliana	21
AT5G41109.1	Arabidopsis_thaliana	21
AT1G34315.1	Arabidopsis_thaliana	21
AT4G06490.1	Arabidopsis_thaliana	21
AT1G64561.1	Arabidopsis_thaliana	21
AT2G36940.1	Arabidopsis_thaliana	21
AT3G28440.1	Arabidopsis_thaliana	21
AT1G19394.1	Arabidopsis_thaliana	21
AT3G49051.1	Arabidopsis_thaliana	21
AT2G12935.1	Arabidopsis_thaliana	21
AT5G53451.1	Arabidopsis_thaliana	21
AT4G38401.1	Arabidopsis_thaliana	21
AT2G11005.1	Arabidopsis_thaliana	21
AT4G14251.1	Arabidopsis_thaliana	21
AT2G25990.1	Arabidopsis_thaliana	21
AT1G31319.1	Arabidopsis_thaliana	21
AT2G25964.1	Arabidopsis_thaliana	21
AT3G50337.1	Arabidopsis_thaliana	21
AT5G01849.1	Arabidopsis_thaliana	21
AT4G34881.1	Arabidopsis_thaliana	21
AT5G66053.1	Arabidopsis_thaliana	21
AT4G10112.1	Arabidopsis_thaliana	21
AT4G32080.1	Arabidopsis_thaliana	21
AT2G40081.1	Arabidopsis_thaliana	21
AT2G24513.1	Arabidopsis_thaliana	21
AT1G28007.1	Arabidopsis_thaliana	21
AT5G20447.1	Arabidopsis_thaliana	21
AT5G66607.1	Arabidopsis_thaliana	21
AT1G62301.1	Arabidopsis_thaliana	21
AT5G29044.1	Arabidopsis_thaliana	21
AT3G14981.1	Arabidopsis_thaliana	21
AT3G31350.1	Arabidopsis_thaliana	21
AT1G27213.1	Arabidopsis_thaliana	21
AT4G38052.1	Arabidopsis_thaliana	21
AT2G22820.1	Arabidopsis_thaliana	21
AT3G44261.1	Arabidopsis_thaliana	21
AT1G62333.1	Arabidopsis_thaliana	21
AT4G08263.2	Arabidopsis_thaliana	21
AT1G76910.1	Arabidopsis_thaliana	21
AT4G01328.1	Arabidopsis_thaliana	21
AT3G08762.1	Arabidopsis_thaliana	21
AT1G48730.1	Arabidopsis_thaliana	21
AT2G13463.1	Arabidopsis_thaliana	21
AT5G43245.1	Arabidopsis_thaliana	21
AT4G07786.1	Arabidopsis_thaliana	21
AT5G28800.1	Arabidopsis_thaliana	21
AT2G36571.1	Arabidopsis_thaliana	21
AT1G01471.1	Arabidopsis_thaliana	21
AT1G34042.1	Arabidopsis_thaliana	21
AT2G13547.1	Arabidopsis_thaliana	21
AT2G20453.1	Arabidopsis_thaliana	21
AT4G24644.1	Arabidopsis_thaliana	21
AT3G50695.1	Arabidopsis_thaliana	21
AT2G22940.1	Arabidopsis_thaliana	21
AT5G53144.1	Arabidopsis_thaliana	21
AT2G16668.1	Arabidopsis_thaliana	21
AT5G23640.1	Arabidopsis_thaliana	21
AT4G09731.1	Arabidopsis_thaliana	21
AT4G06583.1	Arabidopsis_thaliana	21
